node_id,name,degree,degree_centrality,closeness,betweenness,pagerank
Rockslide_(character),Rockslide (character),7,0.025362318840579712,0.38333333333333336,0.00034910202508571547,0.0010097998609808435
Blue_Marvel,Blue Marvel,5,0.018115942028985508,0.3709677419354839,0.00031830974612678125,0.001350840497661601
Lei_Kung_(character),Lei Kung (character),4,0.014492753623188406,0.345,0.000307713562385289,0.0019514756450335477
Ch'od,Ch'od,6,0.021739130434782608,0.3471698113207547,0.000305846453801733,0.002212432316056425
Wild_Child_(character),Wild Child (character),3,0.010869565217391304,0.3471698113207547,0.0003008236984393965,0.0005300214031699635
Gorgon_(Inhuman),Gorgon (Inhuman),5,0.018115942028985508,0.33133253301320525,0.00029990497390892517,0.002015084185433231
Kid_Colt,Kid Colt,4,0.014492753623188406,0.3250883392226148,0.0002962914640904575,0.0011333522001735746
Anole_(character),Anole (character),8,0.028985507246376812,0.3561290322580645,0.000293627059980062,0.0016079357735196771
Starhawk_(character),Starhawk (character),6,0.021739130434782608,0.3471698113207547,0.00023149741216156377,0.0008729007363234193
Power_Man_(Victor_Alvarez),Power Man (Victor Alvarez),4,0.014492753623188406,0.3699731903485255,0.0002274858070999224,0.0012949574983613294
Nightwatch_(character),Nightwatch (character),4,0.014492753623188406,0.3898305084745763,0.00022381812518694147,0.0006964819404760608
Ravage_2099,Ravage 2099,4,0.014492753623188406,0.3865546218487395,0.000222520392281602,0.00149236128725016
Jean_Grey_(X-Men_film_series),Jean Grey (X-Men film series),5,0.018115942028985508,0.34074074074074073,0.0002156564360508849,0.0014502465718009218
Spider-UK,Spider-UK,8,0.028985507246376812,0.38873239436619716,0.0002150317139993954,0.006132621520359417
Agent_X_(Marvel_Comics),Agent X (Marvel Comics),5,0.018115942028985508,0.35475578406169667,0.00020985731760318597,0.0021076255505553137
Mania_(character),Mania (character),7,0.025362318840579712,0.4150375939849624,0.00020331458249082149,0.0010828626375062758
Balder_the_Brave,Balder the Brave,3,0.010869565217391304,0.32432432432432434,0.00018927388283352013,0.002086333747734964
Rusty_Collins,Rusty Collins,4,0.014492753623188406,0.3289630512514899,0.0001839701837903502,0.001541301356892791
Crippler_(character),Crippler (character),4,0.014492753623188406,0.345,0.0001838065776141926,0.0005300214031699635
Hawkeye_(comics),Hawkeye (comics),3,0.010869565217391304,0.3317307692307692,0.00017644241646052724,0.0005300214031699635
Peggy_Carter,Peggy Carter,3,0.010869565217391304,0.3087248322147651,0.00017282099102756596,0.0015787485812803
Janice_Lincoln,Janice Lincoln,5,0.018115942028985508,0.3954154727793696,0.00016128298052327412,0.0007880267639088553
Bug_(Marvel_Comics),Bug (Marvel Comics),4,0.014492753623188406,0.33093525179856115,0.00015500143870737342,0.0009981979459619565
Cammi_(character),Cammi (character),4,0.014492753623188406,0.3187066974595843,0.0001531157699078138,0.00171480693208809
Typeface_(character),Typeface (character),4,0.014492753623188406,0.39260312944523473,0.00014855345386262232,0.0005847919474219108
Gremlin_(comics),Gremlin (comics),4,0.014492753623188406,0.3660477453580902,0.0001363716479926445,0.0005300214031699635
Skull_the_Slayer,Skull the Slayer,3,0.010869565217391304,0.32167832167832167,0.00013189611686267473,0.0006835554307370675
Hrimhari,Hrimhari,2,0.007246376811594203,0.3094170403587444,0.00012787456647161692,0.0011421420302974376
Hit-Monkey,Hit-Monkey,4,0.014492753623188406,0.39372325249643364,0.00012332423195397885,0.0009436780598316477
Blue_Bullet,Blue Bullet,3,0.010869565217391304,0.31186440677966104,0.0001106207375659936,0.0013532681092863772
Magician_(Marvel_Comics),Magician (Marvel Comics),3,0.010869565217391304,0.3317307692307692,0.00011005997295139691,0.0014365190404608662
Battlestar_(character),Battlestar (character),3,0.010869565217391304,0.33053892215568864,0.00010795569861868617,0.0010491756950833098
She-Hulk_(Lyra),She-Hulk (Lyra),6,0.021739130434782608,0.4169184290030212,9.782523663016572e-05,0.003427241785726002
Powerhouse_(Marvel_Comics),Powerhouse (Marvel Comics),4,0.014492753623188406,0.4017467248908297,9.11612000672592e-05,0.0012846229322007816
Flatman_(character),Flatman (character),3,0.010869565217391304,0.3374083129584352,8.834206344087766e-05,0.0010313421040263932
